Material	Power	Speed 	Hatch 	Thickness	Spot	Energy	PSD	Atmosphere	Geometry	 Strategy	RD
1	80	300	0.08	0.02	0.05	166.67	35.50	7	4	3	98.38
1	269.6	1178.4	0.11	0.02	0.08	103.99	38.00	7	1	7	98.38
1	150	1000	0.09	0.02	0.08	83.33	38.00	7	1	7	98.37
1	225	1300	0.09	0.02	0.08	96.15	38.00	7	1	7	98.37
1	200	200	0.12	0.03	0.07	277.78	35.50	1	2	1	98.35
1	80	1500	0.04	0.02	0.05	66.67	35.50	7	4	3	98.33
1	225	1000	0.12	0.02	0.08	93.75	38.00	7	1	7	98.33
1	180.4	821.6	0.07	0.02	0.08	156.84	38.00	7	1	7	98.31
1	150	183.15	0.091	0.05	0.07	180	30	7	3	4	98.31
1	150	150	0.09	0.05	0.035	222.22	30.00	1	2	7	98.30
1	160	1000	0.07	0.02	0.075	114.29	23.60	2	3	4	98.28
1	180.4	1178.4	0.07	0.02	0.08	109.35	38.00	7	1	7	98.25
1	180.4	1178.4	0.11	0.02	0.08	69.59	38.00	7	1	7	98.25
1	150	450	0.08	0.03	0.07	138.89	17.00	7	1	7	98.23
1	150	600	0.06	0.03	0.07	138.89	17.00	7	1	7	98.23
1	160	800	0.07	0.03	0.075	95.24	23.60	2	3	4	98.23
1	200	750	0.11	0.05	0.07	48.48	26.25	7	1	4	98.21
1	150	600	0.08	0.04	0.07	78.13	30.00	7	1	4	98.20
1	125	21.44	0.018	0.35	0.075	925.43	35.00	1	1	7	98.15
1	150	157.23	0.106	0.05	0.07	180	30	7	3	4	98.13
1	100	1700	0.06	0.02	0.05	49.02	35.50	7	4	3	98.12
1	150	251.09	0.116	0.05	0.07	103	30	7	3	4	98.08
1	200	238.95	0.093	0.05	0.07	180	30	7	3	4	98.02
1	175	18.76	0.037	0.4	0.075	630.29	35.00	1	1	7	98.02
1	100	167	0.12	0.05	0.2	99.80	40.80	1	1	6	98.00
1	100	400	0.1	0.03	0.09	83.33	38.00	1	1	4	98.00
1	175	668	0.12	0.03	0.1	72.77	36.00	1	1	3	98.00
1	200	1100	0.08	0.04	0.1	56.82	27.82	1	1	2	97.93
1	200	2000	0.06	0.03	0.07	55.56	14.63	1	3	4	97.92
1	200	233.92	0.095	0.05	0.07	180	30	7	3	4	97.88
1	150	500	0.08	0.03	0.07	125.00	17.00	7	1	7	97.87
1	150	400	0.1	0.03	0.07	125.00	17.00	7	1	7	97.87
1	100	462	0.12	0.02	0.05	90.19	35.50	7	4	3	97.85
1	175	18.76	0.018	0.4	0.075	1295.61	35.00	1	1	7	97.80
1	107	1400	0.050	0.03	0.05	50.95	26	1	1	5	97.74
1	120	800	0.050	0.03	0.05	100	26	1	1	5	97.74
1	120	800	0.050	0.03	0.05	100	26	1	1	5	97.74
1	120	800	0.050	0.04	0.05	75	26	1	1	5	97.74
1	120	1100	0.050	0.04	0.05	54.55	26	1	1	5	97.74
1	120	1400	0.050	0.04	0.05	42.86	26	1	1	5	97.74
1	120	1700	0.050	0.03	0.05	47.06	26	1	1	5	97.74
1	160	1000	0.050	0.03	0.05	106.67	26	1	1	5	97.74
1	160	2000	0.050	0.03	0.05	53.33	26	1	1	5	97.74
1	180	1400	0.050	0.03	0.05	85.71	26	1	1	5	97.74
1	180	1400	0.050	0.04	0.05	64.29	26	1	1	5	97.74
1	200	1400	0.050	0.03	0.05	95.24	26	1	1	5	97.74
1	240	2800	0.050	0.03	0.05	57.14	26	1	1	5	97.74
1	140	1000	0.06	0.02	0.075	116.67	23.60	2	3	4	97.73
1	100	250	0.114	0.05	0.2	70.18	40.80	1	1	6	97.70
1	200	1500	0.08	0.03	0.1	55.56	27.82	1	1	2	97.70
1	125	21.44	0.037	0.35	0.075	450.21	35.00	1	1	7	97.65
1	100	300	0.08	0.02	0.05	208.33	35.50	7	4	3	97.63
1	200	1100	0.12	0.03	0.1	50.51	27.82	1	1	2	97.63
1	200	1100	0.08	0.05	0.1	45.45	27.82	1	1	2	97.62
1	100	600	0.08	0.03	0.09	69.44	38.00	1	1	4	97.60
1	200	698	0.11	0.05	0.07	52.10	26.25	7	1	4	97.50
1	140	1000	0.08	0.02	0.075	87.50	23.60	2	3	4	97.49
1	150	714	0.14	0.03	0.085	50.02	30.37	1	1	7	97.46
1	125	1100	0.08	0.03	0.1	47.35	27.82	1	1	2	97.40
1	200	1667	0.08	0.03	0.085	49.99	30.37	1	1	7	97.38
1	150	219.30	0.076	0.05	0.07	180	30	7	3	4	97.37
1	80	300	0.04	0.02	0.05	333.33	35.50	7	4	3	97.36
1	200	952	0.14	0.03	0.085	50.02	30.37	1	1	7	97.35
1	150	183.15	0.091	0.05	0.07	180	30	7	3	4	97.32
1	200	577	0.11	0.05	0.07	63.02	26.25	7	1	4	97.23
1	200	2000	0.06	0.03	0.07	55.56	14.63	1	3	4	97.22
1	100	400	0.03	0.03	0.09	277.78	38.00	1	1	4	97.20
1	100	120	0.111	0.05	0.2	150.15	40.80	1	1	6	97.14
1	140	800	0.06	0.03	0.075	97.22	23.60	2	3	4	97.06
1	150	125	0.09	0.05	0.035	266.67	30.00	1	2	7	97.00
1	150	175	0.09	0.05	0.035	190.48	30.00	1	2	7	97.00
1	200	2000	0.06	0.03	0.07	55.56	14.63	1	3	4	97.00
1	150	219.30	0.076	0.05	0.07	180	30	7	3	4	96.92
1	160	1000	0.06	0.03	0.075	88.89	23.60	2	3	4	96.91
1	100	239	0.111	0.05	0.2	75.39	40.80	1	1	6	96.80
1	125	200	0.12	0.03	0.07	173.61	35.50	1	2	1	96.79
1	120	500	0.08	0.03	0.07	100.00	17.00	7	1	7	96.72
1	100	111	0.12	0.05	0.2	150.15	40.80	1	1	6	96.70
1	150	700	0.07	0.03	0.07	102.04	17.00	7	1	7	96.68
1	150	700	0.06	0.03	0.07	119.05	17.00	7	1	7	96.64
1	150	600	0.07	0.03	0.07	119.05	17.00	7	1	7	96.64
1	200	500	0.08	0.03	0.1	166.67	27.82	1	1	2	96.64
1	150	550	0.08	0.03	0.07	113.64	17.00	7	1	7	96.61
1	200	1800	0.12	0.03	0.07	30.86	35.50	1	2	1	96.60
1	150	1250	0.08	0.03	0.085	50.00	30.37	1	1	7	96.57
1	275	2600	0.12	0.03	0.07	29.38	35.50	1	2	1	96.55
1	75	1050	0.050	0.03	0.05	47.62	26	1	1	5	96.49
1	90	1400	0.050	0.03	0.05	42.86	26	1	1	5	96.49
1	120	800	0.050	0.04	0.05	75	26	1	1	5	96.49
1	120	1100	0.050	0.03	0.05	72.73	26	1	1	5	96.49
1	120	1400	0.050	0.03	0.05	57.14	26	1	1	5	96.49
1	120	1400	0.050	0.03	0.05	57.14	26	1	1	5	96.49
1	140	800	0.08	0.03	0.075	72.92	23.60	2	3	4	96.37
1	120	300	0.08	0.03	0.07	166.67	17.00	7	1	7	96.35
1	125	100	0.12	0.03	0.07	347.22	35.50	1	2	1	96.35
1	175	800	0.11	0.05	0.07	39.77	26.25	7	1	4	96.35
1	140	900	0.08	0.02	0.05	97.22	31.13	7	3	7	96.28
1	100	167	0.12	0.05	0.2	99.80	40.80	1	1	6	96.20
1	160	1000	0.08	0.03	0.075	66.67	23.60	2	3	4	96.20
1	150	600	0.08	0.03	0.07	104.17	17.00	7	1	7	96.13
1	120	1000	0.07	0.02	0.075	85.71	23.60	2	3	4	96.12
1	100	167	0.12	0.05	0.2	99.80	40.80	1	1	6	96.10
1	140	1200	0.07	0.02	0.075	83.33	23.60	2	3	4	96.10
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.90
1	150	700	0.08	0.04	0.07	66.96	30.00	7	1	4	95.90
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.80
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.80
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.80
1	100	120	0.111	0.05	0.2	150.15	40.80	1	1	6	95.70
1	150	600	0.09	0.03	0.07	92.59	17.00	7	1	7	95.56
1	150	700	0.08	0.03	0.07	89.29	17.00	7	1	7	95.54
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.50
1	100	250	0.114	0.05	0.2	70.18	40.80	1	1	6	95.40
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.30
1	100	400	0.08	0.03	0.07	104.17	17.00	7	1	7	95.24
1	120	1100	0.050	0.04	0.05	54.55	26	1	1	5	95.24
1	120	2000	0.050	0.03	0.05	40	26	1	1	5	95.24
1	150	700	0.08	0.03	0.07	89.29	17.00	7	1	7	95.23
1	220	960	0.08	0.04	0.1	71.61	46.00	1	1	7	95.20
1	150	350	0.08	0.03	0.07	178.57	17.00	7	1	7	95.12
1	350	2600	0.12	0.03	0.07	37.39	35.50	1	2	1	95.09
1	150	400	0.07	0.03	0.07	178.57	17.00	7	1	7	95.05
1	160	800	0.08	0.02	0.05	125.00	31.13	7	3	7	95.04
1	150	157.23	0.106	0.05	0.07	180	30	7	3	4	95.00
1	120	800	0.07	0.03	0.075	71.43	23.60	2	3	4	94.94
1	140	1000	0.07	0.03	0.075	66.67	23.60	2	3	4	94.93
1	350	3400	0.12	0.03	0.07	28.59	35.50	1	2	1	94.90
1	140	800	0.07	0.04	0.075	62.50	23.60	2	3	4	94.72
1	140	1000	0.07	0.03	0.075	66.67	23.60	2	3	4	94.68
1	200	238.95	0.093	0.05	0.07	180	30	7	3	4	94.65
1	140	1000	0.07	0.03	0.075	66.67	23.60	2	3	4	94.53
1	150	700	0.09	0.03	0.07	79.37	17.00	7	1	7	94.53
1	350	3000	0.12	0.03	0.07	32.41	35.50	1	2	1	94.40
1	160	1200	0.07	0.03	0.075	63.49	23.60	2	3	4	94.34
1	100	120	0.111	0.05	0.2	150.15	40.80	1	1	6	94.30
1	160	1000	0.07	0.04	0.075	57.14	23.60	2	3	4	94.29
1	150	600	0.1	0.03	0.07	83.33	17.00	7	1	7	94.26
1	200	2200	0.12	0.03	0.07	25.25	35.50	1	2	1	94.23
1	70	1200	0.06	0.02	0.055	48.61	30.00	2	2	3	94.07
1	120	1400	0.050	0.04	0.05	42.86	26	1	1	5	93.98
1	120	1700	0.050	0.03	0.05	47.06	26	1	1	5	93.98
1	100	175	0.114	0.05	0.2	100.25	40.80	1	1	6	93.90
1	100	250	0.114	0.05	0.2	70.18	40.80	1	1	6	93.80
1	100	239	0.12	0.05	0.2	69.74	40.80	1	1	6	93.80
1	200	1100	0.08	0.06	0.1	37.88	27.82	1	1	2	93.80
1	70	1200	0.06	0.02	0.055	48.61	30.00	2	2	3	93.73
1	120	1000	0.06	0.03	0.075	66.67	23.60	2	3	4	93.57
1	275	3000	0.12	0.03	0.07	25.46	35.50	1	2	1	93.52
1	140	800	0.08	0.02	0.05	109.38	31.13	7	3	7	93.39
1	140	1200	0.06	0.03	0.075	64.81	23.60	2	3	4	93.33
1	150	200	0.09	0.05	0.035	166.67	30.00	1	2	7	93.30
1	150	400	0.06	0.03	0.07	208.33	17.00	7	1	7	93.16
1	150	800	0.08	0.03	0.07	78.13	17.00	7	1	7	93.13
1	140	1000	0.06	0.04	0.075	58.33	23.60	2	3	4	92.86
1	107	1400	0.050	0.03	0.05	50.95	26	1	1	5	92.73
1	120	1700	0.050	0.04	0.05	35.29	26	1	1	5	92.73
1	100	1100	0.08	0.03	0.1	37.88	27.82	1	1	2	92.70
1	100	239	0.12	0.05	0.2	69.74	40.80	1	1	6	92.40
1	150	800	0.09	0.02	0.05	104.17	31.13	7	3	7	92.08
1	140	1000	0.08	0.04	0.075	43.75	23.60	2	3	4	91.85
1	150	800	0.08	0.04	0.07	58.59	30.00	7	1	4	91.70
1	140	1200	0.08	0.03	0.075	48.61	23.60	2	3	4	91.52
1	100	400	0.15	0.03	0.09	55.56	38.00	1	1	4	91.20
1	120	1000	0.08	0.03	0.075	50.00	23.60	2	3	4	91.12
1	175	700	0.04	0.03	0.1	208.33	27.82	1	1	2	91.03
1	150	800	0.11	0.05	0.07	34.09	26.25	7	1	4	90.78
1	120	1200	0.07	0.03	0.075	47.62	23.60	2	3	4	90.70
1	150	500	0.04	0.03	0.1	250.00	27.82	1	1	2	90.48
1	150	700	0.08	0.03	0.05	89.29	31.13	7	3	7	90.41
1	150	700	0.08	0.03	0.05	89.29	31.13	7	3	7	90.36
1	200	2600	0.12	0.03	0.07	21.37	35.50	1	2	1	90.22
1	150	700	0.08	0.03	0.05	89.29	31.13	7	3	7	90.18
1	140	800	0.08	0.02	0.05	109.38	31.13	7	3	7	90.17
1	120	1000	0.07	0.04	0.075	42.86	23.60	2	3	4	89.61
1	160	700	0.08	0.02	0.05	142.86	31.13	7	3	7	89.59
1	150	700	0.1	0.03	0.07	71.43	17.00	7	1	7	89.50
1	150	800	0.07	0.02	0.05	133.93	31.13	7	3	7	89.49
1	100	250	0.08	0.03	0.07	166.67	17.00	7	1	7	89.31
1	140	1200	0.07	0.04	0.075	41.67	23.60	2	3	4	89.25
1	150	800	0.08	0.03	0.05	78.13	31.13	7	3	7	89.24
1	160	900	0.08	0.02	0.05	111.11	31.13	7	3	7	89.19
1	150	800	0.07	0.04	0.05	66.96	31.13	7	3	7	89.11
1	160	800	0.07	0.03	0.05	95.24	31.13	7	3	7	89.06
1	90	1400	0.050	0.04	0.05	32.14	26	1	1	5	88.97
1	120	700	0.08	0.03	0.07	71.43	17.00	7	1	7	88.74
1	140	800	0.07	0.03	0.05	83.33	31.13	7	3	7	88.49
1	150	800	0.07	0.02	0.05	133.93	31.13	7	3	7	88.29
1	140	700	0.08	0.02	0.05	125.00	31.13	7	3	7	87.92
1	150	1000	0.08	0.03	0.07	62.50	17.00	7	1	7	87.78
1	30	300	0.050	0.03	0.05	66.67	26	1	1	5	87.72
1	150	900	0.08	0.03	0.05	69.44	31.13	7	3	7	87.71
1	160	800	0.08	0.04	0.05	62.50	31.13	7	3	7	87.64
1	160	800	0.07	0.03	0.05	95.24	31.13	7	3	7	87.11
1	150	800	0.09	0.02	0.05	104.17	31.13	7	3	7	86.52
1	150	900	0.08	0.03	0.05	69.44	31.13	7	3	7	86.38
1	150	800	0.08	0.03	0.05	78.13	31.13	7	3	7	86.38
1	140	700	0.08	0.04	0.05	62.50	31.13	7	3	7	86.31
1	120	900	0.08	0.03	0.07	55.56	17.00	7	1	7	86.27
1	160	700	0.08	0.04	0.05	71.43	31.13	7	3	7	86.25
1	150	700	0.07	0.03	0.05	102.04	31.13	7	3	7	86.09
1	150	700	0.07	0.03	0.05	102.04	31.13	7	3	7	85.95
1	100	550	0.08	0.03	0.07	75.76	17.00	7	1	7	85.93
1	100	700	0.08	0.03	0.07	59.52	17.00	7	1	7	85.93
1	150	900	0.07	0.03	0.05	79.37	31.13	7	3	7	85.89
1	140	800	0.09	0.03	0.05	64.81	31.13	7	3	7	85.47
1	107	1400	0.050	0.04	0.05	38.21	26	1	1	5	85.21
1	150	800	0.08	0.03	0.05	78.13	31.13	7	3	7	85.10
											
											
											
											
											
											
											
